numero,organizacao,task_for,servidor,grupo_designado,designado_para,prioridade,produto,categoria,subcategoria,status,origem,data_abertura,aberto_por,data_encerrado,fechado_por,codigo_encerramento,chamado_externo,prb_revisado,descricao_curta,descricao,solucao_alternativa,fechamento,atualizacoes,id_departamento
PRB0071061,Locaweb,Pedro Morais,Hospedagem Wordpress,Squad Hospedagem/ Hospedagem Dedicada,,4 - Baixa,Locaweb - Hospedagem Compartilhada,Painel,Indisponibilidade / Intermitência,Aberto,Bug,20/11/2025 06:16:13,Pedro Morais,,,,,falso,[PAINEL HOSPEDAGEM] - Falha na tentativa de instalar a aplicação de wordpress [Pasta ja existe],"Prezados, cliente está tentando instalar um wordpress porém informa que tem uma pasta já em uso, deletei a pasta, dei permissão, troquei o nome porém não funcionou.

Situação relacionado com o PRB0069468

Usuário de FTP:zavu1
dominio: zavu.com.br

Nome: dinesh0041
Descrição: Hospedagem Compartilhada Linux
Grupo Responsável: CT-Linux
Grupo Operacional: CT-Linux
Domínio DNS: hospedagem.locaweb.com.br
Tipo de Serviço: HOSPEDAGEM-COMPARTILHADA-LINUX
Sistema Operacional: Rocky Linux 8
Pool: ovirtvalley (VM)

Poderiam verificar ?",,,4,c4d391f61397aa00386c36666144b041
PRB0065464,Locaweb,Anderson Tadeu,Hospedagem Compartilhada,Linux,Antonio Nery,2 -  Alta,Locaweb - Hospedagem Compartilhada,Linux,Configuração,Aguardando Validação da Resolução,Bug,16/07/2024 22:41:02,Anderson Tadeu,,,Falha de Aplicação,,falso,dinesh - Domínio não listado no Vhost,"Problema - Domínios do cliente, não estão sendo listados em seu vhost.
Conforme já tratado no INC8027326.

Por exemplo: site aacorguaira.org.br apresenta o erro ""Página não existente ou em construção... HTTP Erro 403"".
O mesmo não ocorre ao acessar o domínio http://aacorguaira1.hospedagemdesites.ws/ 

Validado no vhost do cliente cd /etc/locaweb/hospedagem/aacorguaira1.conf 

Após a adição do domínio e com www, o acesso é restabelecido.
",,"Identificamos o momento em que a situação da falha na não inclusão dos domínio dos clientes no servidor após a migração, e compreendemos o motivo, sendo a execução do script de cadastro dos domínio de forma concorrente, onde a linha de cadastra o usuário e a linha que inclui o domínio foram executandos em casos pontuais na ordem incorreta.

Para garantir que essa situação não ocorra novamente, modificamos o script de migração para garantir que a execução da rota de migração seja sempre a primeira a ser executada.

Mas como isso não resolvia os casos de migração já executadas, foi aplicado como correção a reexecução da rota responsável por incluir os domínios.

Observando que essa rota somente vai incluir o domínio nos logins em que o domínio não for encontrado, os logins em que o domínio já existe a rota não aplicará nenhuma alteração.

Desse momento para frente não devemos ter novos casos sobre a ausência de domínio no vhost do cliente.",238,44d391f61397aa00386c36666144b043
PRB0066890,Locaweb,Roberto Caracciolo,,Squad E-mail Locaweb,,4 - Baixa,Locaweb - Email Go,Email,Falha na sincronização do calendário,Aberto,Bug,20/12/2024 16:44:17,Roberto Caracciolo,,,,,falso,[EMAIL - GO] - Falha na sincronização do calendario (Client - Webmail),"Identificado no INC8241520 que o cliente ao tentar sincronizar o calendario do outlook com webmail, é apresentado falha.

=====================
Plugin CalDAV Synchronizer
=====================

Anexo.

===========================================================
_rcfilho@nibbler0007:~$ dig -t cname autodiscover.elloprojetos.com.br +short
autodiscover.email.locaweb.com.br.
===========================================================

Email: arturbrandao@elloprojetos.com.br

mysql> select now() AS Data_hora_atual, id_dominio, dominio, nome, mx_externo, status, principal, id_domadic, dt_criacao, deleted_at, servidor from dominio where dominio = 'elloprojetos.com.br';
Empty set (0.00 sec)

mysql>
───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
MariaDB [dovecotie]> select now() AS Data_hora_atual, id, customer_login, domain_name, domain_home, created, modified, active from domain where domain_name='elloprojetos.com.br';
+---------------------+--------+----------------+---------------------+----------------------------------------+---------------------+---------------------+--------+
| Data_hora_atual     | id     | customer_login | domain_name         | domain_home                            | created             | modified            | active |
+---------------------+--------+----------------+---------------------+----------------------------------------+---------------------+---------------------+--------+
| 2024-12-20 16:51:09 | 199195 | ambservicos    | elloprojetos.com.br | /storage/d/a/4/2/1/elloprojetos.com.br | 2024-11-21 23:23:31 | 2024-11-21 23:23:31 |      1 |
+---------------------+--------+----------------+---------------------+----------------------------------------+---------------------+---------------------+--------+
1 row in set (0.001 sec)

MariaDB [dovecotie]> select now() AS Data_hora_atual, id, username, active, created, maildir, modified from mailbox where domain_id_master=199195 and username = ""arturbrandao"";
+---------------------+--------+--------------+--------+---------------------+---------------------------------+---------------------+
| Data_hora_atual     | id     | username     | active | created             | maildir                         | modified            |
+---------------------+--------+--------------+--------+---------------------+---------------------------------+---------------------+
| 2024-12-20 16:51:25 | 848001 | arturbrandao |      1 | 2024-11-22 01:55:19 | /storage/0/3/7/1/e/arturbrandao | 2024-11-24 12:29:53 |
+---------------------+--------+--------------+--------+---------------------+---------------------------------+---------------------+
1 row in set (0.001 sec)
",,,25,4cd391f61397aa00386c36666144b03f
PRB0073101,KingHost,Gonzalo Andres Munoz Rodriguez,Controle de Pagamentos,KingHost - Sistemas Internos,,4 - Baixa,KingHost - Sistemas Internos,Cobrança - Financeiro,Fatura: Falta de Detalhamento de Cobrança,Aberto,Reincidência de incidente,19/05/2026 17:53:00,Gonzalo Andres Munoz Rodriguez,,,,,falso,CLIENTES DE CARTÃO DE CRÉDITO NÃO ESTÃO RECEBENDO EMAILS DE AVISO DE COBRANÇA(APENAS O DE 15D ANTES),"Tivemos a tarefa  https://kinghost.atlassian.net/browse/CP-4789 (figma link: https://www.figma.com/design/MnvBT9yFYzXMngdXOez6YZ/R%C3%A9gua-de-cobran%C3%A7a--Pr%C3%A9-pago---cart%C3%A3o-?node-id=1-1710&m=dev) para corrigir isso, porém tivemos casos onde clientes de cartão de crédito que não tiveram o pagamento executado e deveriam ser alertados sobre isso não receberam os avisos devidos.

Ex de fichas:

https://intranet.kinghost.com.br:56001/kinghost.cgi?ficha=388871
https://intranet.kinghost.com.br:56001/kinghost.cgi?ficha=297245


Analisando o código do zion-cron/avisos/new/class.avisoCampanha.php::L350-359
a campanha new-3d-depois-vencimento aplica o filterTipoPagamento, que só deixa passar clientes cuja forma de pagamento atual seja boleto. Se o cliente está cadastrado com forma de pagamento cartão de crédito (mesmo que a transação tenha sido cancelada/falhada), formaPagamentoIsBoleto() retorna false e o cliente é descartado da lista com a exceção ""Cliente com o tipo de pagamento diferente de boleto nao deve recever esse tipo de aviso""",,,1,fd2910b197395e10be07b286f053af60
PRB0072725,Locaweb,Roberto Caracciolo,,Email nivel 2,,4 - Baixa,Locaweb - Email,Locamail,Recebimento de Mensagens,Aberto,Reincidência de incidente,20/04/2026 09:12:36,Roberto Caracciolo,,,,,falso,[LOCAMAIL/INVESTIGATIVO] lwsprdspemailhost crash dump files - lwsprdspemailhost0016,"Abro este PRB investigativo para analise do ocorrido onde algumas lwsprdspemailhost  estão com ""Crash dump files"", onde as mesmas stopam os servidores lwsprdspmailbackend contidas nela.


Exemplo a lwsprdspemailhost0016 apresentou a falha, afetando as maquinas alarmantes.

Devido a conter redundância, a mesma não gera impacto ao cliente.",,,38,4cd391f61397aa00386c36666144b03f
PRB0061995,Locaweb,Daniel Alves,,Squad E-mail Locaweb,,2 -  Alta,Locaweb - Hospedagem Compartilhada,Painel,Gerenciador de Domínios,Aberto,Bug,25/01/2023 07:07:52,Roberto Caracciolo,,,,,falso,[Hospedagem Compartilhada] Domínio Deletado permanece no controller,"Identificado no INC7256563 que o cliente excluiu o domínio do gerenciador de domínios, porém o mesmo ainda permaneceu no painel de email.

A deleção ocorreu com o plano já desativado.

i2contabil.com.br - https://hank.locaweb.com.br/bundles/756554132
i2pbr.com.br - https://hank.locaweb.com.br/bundles/743046864
periferiatem.com.br - https://hank.locaweb.com.br/bundles/756554128

Houve os step's de deleção:

[Time=16/01/2023 12:39:18] 1 time: Attempting to transit from untouched to started
[Time=16/01/2023 12:39:18] 1 time: Transited from untouched to started
[Time=16/01/2023 12:39:18] 1 time: Attempting to transit from started to deleted_from_domain_api
[Time=16/01/2023 12:39:18] 1 time: Transited from started to deleted_from_domain_api
[Time=16/01/2023 12:39:18] 1 time: Attempting to transit from deleted_from_domain_api to pointer_vhost_deleted
[Time=16/01/2023 12:39:19] 1 time: Transited from deleted_from_domain_api to pointer_vhost_deleted
[Time=16/01/2023 12:39:19] 1 time: Attempting to transit from pointer_vhost_deleted to vhost_deleted
[Time=16/01/2023 12:39:19] 1 time: Transited from pointer_vhost_deleted to vhost_deleted
[Time=16/01/2023 12:39:19] 1 time: Attempting to transit from vhost_deleted to email_alias_deleted
[Time=16/01/2023 12:39:19] 1 time: Transited from vhost_deleted to email_alias_deleted
[Time=16/01/2023 12:39:19] 1 time: Attempting to transit from email_alias_deleted to dns_deleted
[Time=16/01/2023 12:39:19] 1 time: Transited from email_alias_deleted to dns_deleted
[Time=16/01/2023 12:39:19] 1 time: Attempting to transit from dns_deleted to finished
[Time=16/01/2023 12:39:19] 1 time: Transited from dns_deleted to finished


https://hank.locaweb.com.br/features/tree?provisioning_id=66649135",,,482,4cd391f61397aa00386c36666144b03f
PRB0061697,Locaweb,Daniel Alves,,Squad Hospedagem/ Hospedagem Dedicada,,2 -  Alta,Locaweb - Hospedagem Compartilhada,Painel,Falha na instalação do site,Aberto,Bug,23/11/2022 17:58:57,Roberto Caracciolo,,,,,falso,[Hosp. Compartilhada - Linux] - Criando mesmo user ftp,"Identificado que esta sendo possivel criar um mesmo user ftp [domínio provisorio] em cadastros diferentes.

Acaba travando na receita ""activate email"" no status ""started"" pois o domínio alternativo já existe no controller.
https://carl0002.email.locaweb.com.br/oper/domains/672528656
https://hank.locaweb.com.br/recipes/26692269

EmailGiftApi::Client::UnknownError (#<Faraday::Response:0x000055d1dcd0a9b8 @on_complete_callbacks=[], @env=#<Faraday::Env @method=:post @body={""message""=>""Domain already exists in other account.

Exemplo:

Login: tallyta

Domínio: fernando.goiania.br

Product Manager
Feature ID	Plan ID	Provisioning ID	Data de Criação	Status	Login FTP	Feature Definition Key
1029054769	765098509	70617072	31/08/2022 - 10:42	active	fernando2	domain

https://hank.locaweb.com.br/bundles/755845266

####

Login: granfort

Domínio: fernando.com.br

Product Manager
Feature ID	Plan ID	Provisioning ID	Data de Criação	Status	Login FTP	Feature Definition Key
1029144592	765276833	70723723	18/10/2022 - 19:15	activating	fernando2	domain

https://hank.locaweb.com.br/bundles/756079262
",,,191,4cd391f61397aa00386c36666144b03f
PRB0071751,Locaweb,Douglas Araujo,Central do Cliente S2,Squad Central do Cliente,,3 - Média,Locaweb - Sistemas Internos,Central do Cliente,Chamados / Protocolos,Encerrado Automaticamente,Bug,21/01/2026 11:52:16,Felipe Nascimento,22/05/2026 02:30:04,System Administrator,Outro,,falso,[CDC] - Central do cliente permitindo abrir chamados,"Olá,

Conforme reportado pelo suporte está sendo possível abrir chamados pela central do cliente selecionando a opção ""Gateway de pagamentos"" > ""outros"".
Por via de regra o sistema não deve permitir os clientes abrirem chamados para o setor de suporte ou cobrança.
Podendo abrir chamados apenas para Ouvidoria e Cancelamento.
Simulando com meu usuário foi possível abrir o chamado normalmente conforme prints em anexo.


Podem verificar por gentileza ?

Att;",,"Problema resolvido
",12,44d391f61397aa00386c36666144b043
PRB0072551,Locaweb,Jairo Lenfers,hosting-panel,Linux,,3 - Média,Locaweb - Hospedagem Compartilhada,Painel,Gerenciamento Hospedagem,Aberto,Bug,02/04/2026 10:30:16,Ana Felizatti,,,,,falso,[Hosting-Panel] Falha na listagem de CRONs,"🚨 Descrição do Problema 
Foi identificada uma falha na listagem de tarefas CRON no ambiente. Algumas entradas não estão sendo exibidas corretamente ou simplesmente não aparecem na listagem.
Há indícios de que o problema pode estar relacionado ao uso de caracteres especiais na linha do comando, afetando o parsing ou a renderização da tarefa.

⚙️ Exemplo de CRON afetado 

* 2 * * * /usr/bin/curl -s [https://ativahub.com.br/v2/cron/cron_meli_sync_pedidos.php?token=0ffa6b8e9fe196678a291a1d1e48e8e32cb948b6770432cf9ae15fd73d52e941&loja_id=all&de=-6days&ate=today&auto=1&silent=1](https://ativahub.com.br/v2/cron/cron_meli_sync_pedidos.php?token=0ffa6b8e9fe196678a291a1d1e48e8e32cb948b6770432cf9ae15fd73d52e941&loja_id=all&de=-6days&ate=today&auto=1&silent=1)

🔎 Hipótese 
A presença de caracteres como &, ?, = e múltiplos parâmetros na URL pode estar:
* Quebrando o parser da listagem
* Sendo interpretada como separador de comandos
* Gerando inconsistência na leitura da linha completa do CRON

🧠 Possíveis causas técnicas 
* Falta de escape de caracteres especiais
* Parsing incorreto do crontab
* Limitação ou bug na lib de leitura de CRON


💡Possíveis soluções 
* Ajustar parser para suportar caracteres especiais
* Sanitizar saída antes da renderização
",,,5,c0d391f61397aa00386c36666144b041
PRB0071268,Locaweb,Samuel Rocha,,Squad Domínio-SSL,,4 - Baixa,Locaweb - Registro de Domínio,Registro Internacional,Falha na transferência pra Locaweb,Aberto,Bug,03/12/2025 17:12:29,Samuel Rocha,,,,,falso,[Registro de Domínio] Falha na ficha de transferência | Unmapped error code: domain_not_found,"1. [ O que foi identificado? ]

Através da análise do INC8620682, identificamos uma falha na registro-services durante o processo de verificação para transferência do domínio construgarden.com.

Ao processar a requisição, a aplicação retorna um 500 Internal Server Error. A análise dos logs aponta que o erro ocorre após a consulta na API da Enom:

Availability::UnmappedCodeError com a mensagem Unmapped error code: domain_not_found.

Isso pode indicar que a aplicação não conseguiu tratar corretamente o status retornado para este domínio específico durante o fluxo de transferência, resultando em uma quebra de execução ao invés de uma mensagem amigável ou fluxo de tratamento.

2. [ Evidências ]

Abaixo, o trecho do log que demonstra a exceção e o erro 500 final:

/storage/logs/registro/2025/12/03/registroservices.log:Dec  3 16:24:20 cegela0072 registro-services-sys2[19068]: [ad66cae1-0b63-4579-ae36-2c195c91d517] [Availability::UnmappedCodeError] ApplicationController rescued exception: Unmapped error code: domain_not_found /var/www/registro-services/app/controllers/v0/domains_controller.rb:50:in `execute' 
...
/storage/logs/registro/2025/12/03/registroservices.log:Dec  3 16:24:20 cegela0072 registro-services-sys2[19068]: [ad66cae1-0b63-4579-ae36-2c195c91d517] Completed 500 Internal Server Error in 14933ms (Views: 0.3ms)

3. [ Impacto ]

O cliente fica tecnicamente impedido de realizar a transferência do domínio através da ficha no site/painel, pois a requisição falha no backend. ",,,4,c4d391f61397aa00386c36666144b041
PRB0073142,Locaweb,Natane Goncalves,Hospedagem Compartilhada,Squad Hospedagem/ Hospedagem Dedicada,Filipe Stanguini,4 - Baixa,Locaweb - Hospedagem Compartilhada,Banco de Dados,MySQL - Instalação,Aberto,Bug,22/05/2026 14:08:21,Natane Goncalves,,,,,falso,[BD Compartilhado]: Sanitização,"O time de Dados gerou uma planilha de diagnóstico que aponta inconsistências críticas entre o nosso ambiente atual (infraestrutura) e o Product Manager. Precisamos que a Squad de Hospedagem analise este relatório para garantir a higienização do ambiente e a correção das regras de sincronização.

Pontos Críticos para Análise:

1) Os 40% não encontrados no Product Manager:
- A planilha aponta que 40% da base atual não foi localizada no Product Manager.
- Ação esperada: A Squad de Hospedagem precisa validar esse montante e, principalmente, informar qual é a regra/condição técnica atual para que um registro fique ""órfão"" dessa forma (ou seja, o que faz um dado não se enquadrar em nenhuma condição de vínculo com o Product Manager).

2) Porcentagem de registros deletados:
- O relatório também identifica uma volumetria de dados que já constam como deletados logicamente.
- Ação esperada: Analisar e validar essa porcentagem de deletados para que o time possa proceder com a exclusão física (limpeza) definitiva no ambiente, liberando storage e otimizando a performance.",,,1,0cd391f61397aa00386c36666144b03f
PRB0072817,Locaweb,David Santos,DNS Locaweb,SisCorp Financeiros-Operacionais,Caio Soares,2 -  Alta,Locaweb - Registro de Domínio,Registro Nacional,Falha no acesso a zona de DNS,Aguardando Validação da Resolução,Incidente Crítico,24/04/2026 18:20:41,Thiago Beppu,,,Incidente causado por Change,,falso,[Painel de domínios] - Falha ao visualizar os domínios ,"Boa tarde, 

Identificamos que diversos clientes apresentam instabilidade para visualizar os domínios contratados em nossa estrutura. 

Em testes, os provisionamentos constam como ativo, mas a falha persiste para os clientes distintos, podem nos auxiliar? 

Em anexo estão os prints que indicam a falha para o cliente. 

:: Domínios testados 

• User - domínio - feature do plano ativo, mas com falha no painel: 

mikaelcustodio23  - livecinetv.com.br → https://hank.locaweb.com.br/features/1031532086
leandrojdb - scoreesg.com → https://hank.locaweb.com.br/features/1031565637
fernandonemi - faslog.tech → https://hank.locaweb.com.br/features/1031312439
mirielegislon - martbolsaseacessorios.com.br → https://hank.locaweb.com.br/features/1031516024
marcosurbaneja  - healthyroutinelab.com → https://hank.locaweb.com.br/features/1031565971
marcosurbaneja  - caramellepudim.com.br → https://hank.locaweb.com.br/features/1031520783
marcosurbaneja  - vidasaudavelonline.com.br → https://hank.locaweb.com.br/features/1031484068
",,"Bom dia,

Identificamos que a falha ocorreu devido a uma inconsistência de comunicação entre a SAPI e o Omnichannel durante a execução da CHG0220298. Após o rollback, a comunicação foi devidamente restabelecida.

Manteremos o monitoramento preventivo do ambiente para garantir a estabilidade da aplicação durante a próxima change de virada para a comunicação da SAPI com o Omnichannel da plataforma.",4,84dabf0547ac0e50dbe77878c26d430b
PRB0071687,Locaweb,Samuel Rocha,registro-services,Squad Domínio-SSL,,4 - Baixa,Locaweb - Registro de Domínio,Cobrança,Falha na Reativação,Aberto,Bug,15/01/2026 10:19:08,Samuel Rocha,,,,,falso,[ Registro de domínio ] Receita de renovação duplicada | Escriba::Error (The number of years must be at least 1.):,"1. [ Resumo do que foi identificado. ] 🔍

✦ Através da INC8670364, identificamos um cenário onde receitas de renovação de domínio (Recipes::Namestores::DomainRegistration::Enom::Renew) falham repetidamente com o erro ""The number of years must be at least 1"" retornado pela API Escriba.

✦ O problema ocorre quando um cliente solicita uma taxa de resgate para um domínio em redemptionPeriod, e o suporte realiza a renovação imediatamente. O período de renovação no payload é enviado como 0 anos, causando rejeição da API.

✦ A receita fica travada em loop de retentativas sem conseguir completar, deixando o domínio indisponível e gerando múltiplas faturas de renovação duplicadas ou triplicadas quando o cliente efetivamente realiza o pagamento.

✦ Identificamos que esse padrão afeta domínios em redemptionPeriod quando há intervenção manual do suporte antes do pagamento efetivo do cliente.

2. [ Detalhamento e Evidências ] 📋

[🔹] Informações da receita analisada:

Recipe ID: 40680661
Tipo: Recipes::Namestores::DomainRegistration::Enom::Renew
Domain: profitacademia.com
Provisioning: 63325139
Domain ID (Enom): 372085334
Registrador: eNom, Inc.
Data da Receita: 07 Apr 2025 14:23:44

[🔹] Timeline da falha:

✦ 07/04/2025 14:23:44 - Receita criada
✦ 07/04/2025 14:24:04 - Primeira tentativa (retry_count: 0) - FALHA
✦ 07/04/2025 14:26:50 - Segunda tentativa (retry_count: 2) - FALHA
✦ 07/04/2025 14:28:49 - Terceira tentativa (retry_count: 3) - FALHA
✦ 07/04/2025 14:37:53 até 07/04/2025 17:08:39 - 7+ tentativas - FALHA REPETIDA
✦ Status do domínio em Enom: redemptionPeriod + pendingDelete

[🔹] Erro exibido durante as retentativas:

API Endpoint: PATCH https://escriba.locaweb.com.br/domains/profitacademia.com/renew

Request Body: {""period""=>0, ""domain_name""=>""profitacademia.com""}

Erro Retornado: ""The number of years must be at least 1.""

Stack Trace:
/var/www/recipes-manager/app/lib/escriba/client.rb:125
    in `renew`

[🔹] Histórico do domínio:

Criação: 21 Jan 2016
Expiração: 21 Jan 2025
Status Atual: redemptionPeriod (pode ser renovado por 30 dias com taxa de resgate)
Nameservers: DNS1-5.NAME-SERVICES.COM (ativo)

[🔹] Validações realizadas:

Confirmado no banco de dados que período=0 estava sendo enviado para Escriba. O parâmetro MinPeriod e MaxPeriod da resposta Enom indicam que o período válido deve ser entre 1 e 10 anos.

3. [ Causa Raiz ] 🎯

O payload da receita contém período de renovação configurado como 0 anos. Isso ocorre quando:

1. Cliente solicita taxa de resgate para domínio expirado
2. Suporte realiza renovação manualmente ANTES do cliente pagar a fatura de renovação
3. O sistema envia o período como 0 (ou vazio/nulo convertido para 0)
4. Escriba rejeita com validação: ""The number of years must be at least 1""
5. Receita fica em retry loop indefinido",,,18,c4d391f61397aa00386c36666144b041
PRB0073137,Locaweb,Jessica Silva,CRM,SisCorp Operacionais,,4 - Baixa,Locaweb - Sistemas Internos,CRM,CRM,Aberto,Reincidência de incidente,22/05/2026 10:54:49,Jessica Silva,,,,,falso,"[CRM] - Falha ao importar contatos -Erro BadGateway ""The server did not receive a responde from an upstream server""","Informo que através da INC8835843, time de retenção relata que esta com falha para importar contato para o cliente espacolinc aquanauta (Cód. 637705).

Como consta em anexo, ao realizar a importação, retorna a mensagem de  Conculta Concluida com sucesso e a mensagem de erro como consta em anexo.

O esperado é que seja possivel a importação de contatos para o cliente passado.",,,4,c4d391f61397aa00386c36666144b041
PRB0065920,Locaweb,Pedro Morais,Hospedagem VPS,Windows,Jean Cerqueira,2 -  Alta,Locaweb - Hospedagem VPS,Windows - Hospedagem VPS,SSL,Em andamento,Bug,11/09/2024 14:34:45,Pedro Morais,,,,,verdadeiro,[Lets] Windows - Falha na renovação do Lets no servidor,"Suporte através do incidente informa que o processo de emissão ocorre corretamente, gerando a receita no hank, porém, no painel a data de expiração esta incorreta e certificado não é renovado, pois esta pegando o certificado antigo.

Receita de renovação ocorreu normalmente.

https://hank.locaweb.com.br/recipes/36977582?product_bundle_id=760222333

Analisando o servido o Certificado é vinculado, porem não é atualizado no binding conforme anexo.

",,,104,c4d391f61397aa00386c36666144b041
PRB0073119,Locaweb,Gabriel Victor Cepeda,wpckw0002,Linux,Marcelino Francisco Gomes das Chagas,3 - Média,Locaweb - WordPress Locaweb,Plataforma WordPress,Acesso Indisponível / Intermitente,Em andamento,Bug,20/05/2026 22:15:25,Marcelino Francisco Gomes das Chagas,,,,,falso,Erro 404 [Wordpress Locaweb] ,"Boa tarde, 

Podem auxiliar no caso do cliente, ele está com o site com o erro 404 porém no painel de wordpress.locaweb.com.br a instancia estaria rodando, mas pelo servidor não está sendo capaz de executar comandos. 

----------------------------------------

 D=""motoremovimento.com.br""; for t in NS A; do echo -e ""\n[$t]""; dig +short $t $D; done; echo -e ""\n[CNAME www]""; dig +short CNAME www.$D      
[NS]
ns2.locaweb.com.br.
ns1.locaweb.com.br.
ns3.locaweb.com.br.

[A]
191.252.37.11
191.252.37.10
191.252.37.9

[CNAME www]
motoremovimento.com.br.

========================================
Informações:

nickycomunica (Cód. 1000035966)

Domínio:motoremovimento.com.br

wpckw0002

========================================
Plano:

Hospedagem Wordpress Pro
Status Ativo Solicitado em 14/04/2023 15:41 Data de instalação 14/04/2023 15:47
Cortesia - Total R$ 791,56/ano
Produto principal
Plano: Hospedagem Wordpress Pro - R$ 791,56/ano Detalhes do produto
Cód. Provisioning: 71120479
Pedido: 50391993
Cobrança: Dia de vencimento 15, periodicidade anual e forma de pagamento cartão de crédito

========================================
Logs

Reiniciar POD:

Error from server (NotFound): ingresses.extensions ""motoremovimento.com.br"" not found
/usr/local/sbin/wordpress-tools: line 188: [: =: unary operator expected
Error: unknown shorthand flag: 'd' in -deployment
See 'kubectl rollout restart --help' for usage.
Erro ao reiniciar o pod
----------------------------------------

ID da instância Servidor Pod ID do cliente Domínio Status CDN Lets Encrypt Data de criação Data de atualizaçâo Versão WP Ações
2d6e8e2816d6cfa2535be44db59c329d87dca30b wpckw0003 pod0135 1000035966 motoremovimento.com.br Executando Não Sim ter, 18/04/2023, 14:55:43 -0300 ter, 19/05/2026, 12:01:16 -0300 6.9 Desativar | | Ativar CDN | Desabilitar Lets Encrypt |
----------------------------------------

Error from server (NotFound): ingresses.extensions ""motoremovimento.com.br"" not found
/usr/local/sbin/wordpress-tools: line 188: [: =: unary operator expected
Error: unknown shorthand flag: 'd' in -deployment
See 'kubectl rollout restart --help' for usage.
Erro ao reiniciar o pod
_evoliveira@wpcrestore0001:~$
_evoliveira@wpcrestore0001:~$ sudo wordpress-enable motoremovimento.com.br
Instancia relacionada a URL informada nao existe.

----------------------------------------

",,,5,4cd391f61397aa00386c36666144b040
